2026-06-09 20:44:02.867 [info] To enable debug logging, run "GitLens: Enable Debug Logging" or "Developer: Set Log Level..." from the Command Palette
2026-06-09 20:44:02.867 [info]    [            1] GitLens v18.0.0  activating in code-server (1.123.0) on the web; mode=production,language='en', logLevel='info', defaultDateLocale='null' (code-oss|0ed1133f-83b8-4b7c-87f7-4cabaec8e932|c4fdefb8-297c-4345-b22d-c8ee624f6e831781030639314)
2026-06-09 20:44:02.867 [info]    GitLens first-time install; window.focused=true
2026-06-09 20:44:02.867 [info]    [            1] GitLens v18.0.0 activated [175ms]
2026-06-09 20:44:02.867 [info]    [   7d →    7e] GlCliGitProvider.findGit Git (2.43.0) found in /usr/bin/git [108ms]
2026-06-09 20:44:02.867 [info]    [   7d →    9f] GlCliGitProvider.repositorySearch(/workspace) searching (depth=1)...
2026-06-09 20:44:02.867 [info]    [   7c →    7d] GlCliGitProvider.discoverRepositories auto-opening 0 discovered repo(s) in SCM (autoRepositoryDetection=true)
2026-06-09 20:44:02.868 [info]    [IPC          ] CLI capability published on http://127.0.0.1:39815
2026-06-09 20:44:02.870 [error]   [CLI   99 → e3] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:44:03.434 [info]    [  11e →   120] GlCliGitProvider.repositorySearch(/workspace) searching (depth=1)...
2026-06-09 20:44:03.455 [info]    [  11d →   11e] GlCliGitProvider.discoverRepositories auto-opening 0 discovered repo(s) in SCM (autoRepositoryDetection=true)
2026-06-09 20:44:05.086 [info]    [  134 →   135] GlCliGitProvider.repositorySearch(/workspace) searching (depth=1)...
2026-06-09 20:44:05.194 [info]    [  133 →   134] GlCliGitProvider.discoverRepositories auto-opening 0 discovered repo(s) in SCM (autoRepositoryDetection=true)
2026-06-09 20:45:02.872 [error]   [CLI  8d → 14c] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:46:02.872 [error]   [CLI  8d → 150] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:47:02.873 [error]   [CLI  8d → 155] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:48:02.873 [error]   [CLI  8d → 158] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:49:02.876 [error]   [CLI  8d → 159] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:50:02.874 [error]   [CLI  8d → 15a] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:51:02.875 [error]   [CLI  8d → 15b] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:52:02.874 [error]   [CLI  8d → 15c] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:53:02.875 [error]   [CLI  8d → 15d] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:54:02.875 [error]   [CLI  8d → 15e] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:55:02.877 [error]   [CLI  8d → 15f] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:56:02.877 [error]   [CLI  8d → 160] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:57:02.878 [error]   [CLI  8d → 161] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:58:02.878 [error]   [CLI  8d → 162] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 20:59:02.881 [error]   [CLI  8d → 163] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:00:02.881 [error]   [CLI  8d → 164] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:01:02.882 [error]   [CLI  8d → 165] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:02:02.882 [error]   [CLI  8d → 166] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:03:02.881 [error]   [CLI  8d → 167] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:04:02.882 [error]   [CLI  8d → 168] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:05:02.882 [error]   [CLI  8d → 169] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:06:02.881 [error]   [CLI  8d → 16a] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:07:02.883 [error]   [CLI  8d → 16b] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:08:02.883 [error]   [CLI  8d → 16c] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:09:02.883 [error]   [CLI  8d → 16d] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:10:02.882 [error]   [CLI  8d → 16e] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:11:02.883 [error]   [CLI  8d → 16f] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:12:02.884 [error]   [CLI  8d → 170] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:13:02.883 [error]   [CLI  8d → 171] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:14:02.884 [error]   [CLI  8d → 172] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:15:02.884 [error]   [CLI  8d → 173] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:16:02.884 [error]   [CLI  8d → 174] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:17:02.884 [error]   [CLI  8d → 175] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:18:02.884 [error]   [CLI  8d → 176] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:19:02.886 [error]   [CLI  8d → 177] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:20:02.886 [error]   [CLI  8d → 178] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:21:02.886 [error]   [CLI  8d → 179] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:22:02.888 [error]   [CLI  8d → 17a] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:23:02.888 [error]   [CLI  8d → 17b] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:24:02.889 [error]   [CLI  8d → 17c] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:25:02.890 [error]   [CLI  8d → 17d] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:26:02.890 [error]   [CLI  8d → 17e] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:27:02.890 [error]   [CLI  8d → 17f] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:28:02.890 [error]   [CLI  8d → 181] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:29:02.891 [error]   [CLI  8d → 182] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:30:02.891 [error]   [CLI  8d → 184] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:31:02.891 [error]   [CLI  8d → 185] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:32:02.892 [error]   [CLI  8d → 187] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:33:02.891 [error]   [CLI  8d → 188] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:34:02.892 [error]   [CLI  8d → 189] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:35:02.893 [error]   [CLI  8d → 18a] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:36:02.892 [error]   [CLI  8d → 18b] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:37:02.892 [error]   [CLI  8d → 18c] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:38:02.894 [error]   [CLI  8d → 18d] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:39:02.894 [error]   [CLI  8d → 18f] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:40:02.895 [error]   [CLI  8d → 190] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:41:02.896 [error]   [CLI  8d → 191] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:42:02.897 [error]   [CLI  8d → 192] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:43:02.896 [error]   [CLI  8d → 193] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:44:02.896 [error]   [CLI  8d → 194] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:45:02.897 [error]   [CLI  8d → 195] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:46:02.896 [error]   [CLI  8d → 196] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:47:02.896 [error]   [CLI  8d → 197] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:48:02.896 [error]   [CLI  8d → 198] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:49:02.897 [error]   [CLI  8d → 199] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:50:02.898 [error]   [CLI  8d → 19a] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:51:02.898 [error]   [CLI  8d → 19b] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:52:02.898 [error]   [CLI  8d → 19c] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:53:02.900 [error]   [CLI  8d → 19d] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:54:02.900 [error]   [CLI  8d → 19e] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:55:02.901 [error]   [CLI  8d → 19f] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:56:02.901 [error]   [CLI  8d → 1a0] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:57:02.902 [error]   [CLI  8d → 1a1] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:58:02.902 [error]   [CLI  8d → 1a2] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 21:59:02.903 [error]   [CLI  8d → 1a3] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:00:02.904 [error]   [CLI  8d → 1a4] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:01:02.904 [error]   [CLI  8d → 1a5] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:02:02.904 [error]   [CLI  8d → 1a6] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:03:02.903 [error]   [CLI  8d → 1a7] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:04:02.904 [error]   [CLI  8d → 1a8] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:05:02.904 [error]   [CLI  8d → 1a9] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:06:02.904 [error]   [CLI  8d → 1aa] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:07:02.908 [error]   [CLI  8d → 1ab] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:08:02.905 [error]   [CLI  8d → 1ac] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:09:02.907 [error]   [CLI  8d → 1ad] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:10:02.906 [error]   [CLI  8d → 1ae] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:11:02.906 [error]   [CLI  8d → 1af] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:12:02.906 [error]   [CLI  8d → 1b0] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:13:02.905 [error]   [CLI  8d → 1b1] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:14:02.906 [error]   [CLI  8d → 1b2] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:15:02.906 [error]   [CLI  8d → 1b3] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:16:02.905 [error]   [CLI  8d → 1b4] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:17:02.907 [error]   [CLI  8d → 1b6] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:18:02.907 [error]   [CLI  8d → 1b7] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:19:02.908 [error]   [CLI  8d → 1b8] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:20:02.908 [error]   [CLI  8d → 1b9] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:21:02.909 [error]   [CLI  8d → 1ba] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:22:02.909 [error]   [CLI  8d → 1bb] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:23:02.910 [error]   [CLI  8d → 1bc] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:24:02.908 [error]   [CLI  8d → 1bd] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:25:02.914 [error]   [CLI  8d → 1be] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:26:02.915 [error]   [CLI  8d → 1bf] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:27:02.916 [error]   [CLI  8d → 1c0] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:28:02.916 [error]   [CLI  8d → 1c1] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:29:02.917 [error]   [CLI  8d → 1c2] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:30:02.916 [error]   [CLI  8d → 1c3] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:31:02.915 [error]   [CLI  8d → 1c4] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:32:02.916 [error]   [CLI  8d → 1c5] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:33:02.916 [error]   [CLI  8d → 1c6] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:34:02.916 [error]   [CLI  8d → 1c7] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:35:02.916 [error]   [CLI  8d → 1c9] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:36:02.917 [error]   [CLI  8d → 1ca] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:37:02.919 [error]   [CLI  8d → 1cb] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:38:02.919 [error]   [CLI  8d → 1cc] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:39:02.919 [error]   [CLI  8d → 1cd] undefined ai hook list-sessions --json CLI is not installed [0ms]
2026-06-09 22:40:02.920 [error]   [CLI  8d → 1ce] undefined ai hook list-sessions --json CLI is not installed [0ms]
